USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
OH      39051   01074038        Fulton County   42698   17407   1050091407      4621143      405.443           1.784     41.597264       -84.124267                                                                                         
OH      39053   01074039        Gallia County   30934   13925   1208307512      12085419             466.530           4.666     38.817046       -82.301746                                                                                        
OH      39055   01074040        Geauga County   93389   36574   1036420180      21054534             400.164           8.129     41.499322       -81.173505                                                                                        
OH      39057   01074041        Greene County   161573  68241   1071554325      6542481      413.729           2.526     39.687479       -83.894894                                                                                        
OH      39059   01074042        Guernsey County 40087   19193   1352631007      15666026             522.254           6.049     40.056665       -81.497875                                                                                      
OH      39061   01074043        Hamilton County 802374  377364  1051302780      17407186             405.910           6.721     39.196927       -84.544187                                                                                    
OH      39063   01074044        Hancock County  74782   33174   1376210257      5959835      531.358           2.301     41.000471       -83.666034                                                                                        
OH      39065   01074045        Hardin County   32058   13100   1218342731      629922       470.405           0.243     40.660415       -83.664077                                                                                          
OH      39067   01074046        Harrison County 15864   8170    1042052713      21829291             402.339           8.428     40.292318       -81.091565                                                                                       
OH      39069   01074047        Henry County    28215   11963   1077461447      9687602      416.010           3.740     41.335072       -84.065882                                                                                          
OH      39071   01074048        Highland County 43589   19380   1432479939      12195011             553.084           4.709     39.184488       -83.603668                                                                                      
OH      39073   01074049        Hocking County  29380   13417   1091222019      5969586      421.323           2.305     39.490342       -82.483445                                                                                        
OH      39075   01074050        Holmes County   42366   13666   1094355785      3745395      422.533           1.446     40.565309       -81.929869                                                                                         
OH      39077   01074051        Huron County    59626   25196   1272965600      8615850      491.495           3.327     41.145080       -82.594641                                                                                          
OH      39079   01074052        Jackson County  33225   14587   1088582018      3184785      420.304           1.230     39.013477       -82.614142                                                                                        
OH      39081   01074053        Jefferson County        69709   32826   1057566189      6796784      408.329           2.624     40.399188       -80.761410                                                                                      
OH      39083   01074054        Knox County     60921   25118   1361024108      10719185             525.494           4.139     40.403620       -82.422393                                                                                          
OH      39085   01074055        Lake County     230041  101202  589203623       1946906118           227.493         751.705     41.924116       -81.392643                                                                                       
OH      39087   01074056        Lawrence County 62450   27603   1174224238      10110468             453.371           3.904     38.603866       -82.517186                                                                                      
OH      39089   01074057        Licking County  166492  69291   1767667183      12927054             682.500           4.991     40.093609       -82.481251                                                                                      
OH      39091   01074058        Logan County    45858   23181   1187326601      21608810             458.429           8.343     40.387553       -83.766343                                                                                         
OH      39093   01074059        Lorain County   301356  127036  1271946706      1119471339           491.101         432.230     41.438805       -82.179722                                                                                    
OH      39095   01074060        Lucas County    441815  202630  882810658       660502949            340.855         255.022     41.682321       -83.468867                                                                                       
OH      39097   01074061        Madison County  43435   15939   1206610780      1954541      465.875           0.755     39.896607       -83.400885                                                                                        
OH      39099   01074062        Mahoning County 238823  111833  1066098928      35386274             411.623          13.663     41.010880       -80.770396                                                                                    
OH      39101   01074063        Marion County   66501   27834   1045726869      908586       403.757           0.351     40.588208       -83.172927                                                                                          
OH      39103   01074064        Medina County   172332  69181   1091310901      4294303      421.358           1.658     41.116051       -81.899566                                                                                        
OH      39105   01074065        Meigs County    23770   11191   1113949889      7519799      430.098           2.903     39.089807       -82.028397                                                                                          
OH      39107   01074066        Mercer County   40814   17633   1197736887      28427397             462.449          10.976     40.535333       -84.632059                                                                                        
OH      39109   01074067        Miami County    102506  44256   1053037884      7966574      406.580           3.076     40.053326       -84.228413                                                                                         
OH      39111   01074068        Monroe County   14642   7567    1180312425      4498230      455.721           1.737     39.725969       -81.090658                                                                                          
OH      39113   01074069        Montgomery County       535153  254775  1195417263      7204078      461.553           2.782     39.755218       -84.290545                                                                                   
OH      39115   01074070        Morgan County   15054   7892    1078531138      13882026             416.423           5.360     39.624946       -81.861699                                                                                         
OH      39117   01074071        Morrow County   34827   14155   1051738690      2959338      406.079           1.143     40.525266       -82.797729                                                                                         
OH      39119   01074072        Muskingum County        86074   38074   1721250930      20731394             664.579           8.004     39.966046       -81.943506                                                                                     
OH      39121   01074073        Noble County    14645   6053    1030846973      16986236             398.012           6.558     39.767232       -81.452604                                                                                          
OH      39123   01074074        Ottawa County   41428   27909   660231276       855075189            254.917         330.146     41.544467       -83.009253                                                                                        
OH      39125   01074075        Paulding County 19614   8749    1078568733      6240863      416.438           2.410     41.119141       -84.576966                                                                                        
OH      39127   01074076        Perry County    36058   15211   1056641254      11695036             407.971           4.515     39.743187       -82.237952                                                                                         
OH      39129   01074077        Pickaway County 55698   21275   1298414026      13551313             501.320           5.232     39.648947       -83.052827                                                                                      
OH      39131   01074078        Pike County     28709   12481   1140324043      9568074      440.282           3.694     39.071365       -83.052921                                                                                           
OH      39133   01074079        Portage County  161419  67472   1262311075      43207960             487.381          16.683     41.168640       -81.196932                                                                                      
OH      39135   01074080        Preble County   42270   17888   1098465120      6065406      424.120           2.342     39.737906       -84.645358                                                                                         
OH      39137   01074081        Putnam County   34499   13731   1249725444      4605035      482.522           1.778     41.024533       -84.129879                                                                                         
OH      39139   01074082        Richland County 124475  54599   1282739691      12454453             495.269           4.809     40.774167       -82.542715                                                                                     
OH      39141   01074083        Ross County     78064   32148   1784988075      9937459      689.188           3.837     39.323762       -83.059585                                                                                           
OH      39143   01074084        Sandusky County 60944   26390   1057888420      23968158             408.453           9.254     41.355291       -83.142735                                                                                      
OH      39145   01074085        Scioto County   79499   34142   1580445008      15370337             610.213           5.935     38.815019       -82.999028                                                                                        
OH      39147   01074086        Seneca County   56745   24122   1427127830      4600437      551.017           1.776     41.120008       -83.127436                                                                                         
OH      39149   01074087        Shelby County   49423   20173   1055874043      7814034      407.675           3.017     40.336680       -84.204142                                                                                         
OH      39151   01065576        Stark County    375586  165215  1489943930      13628090             575.271           5.262     40.814131       -81.365667                                                                                       
OH      39153   01074088        Summit County   541781  245109  1069012672      18926101             412.748           7.307     41.121851       -81.534936                                                                                      
OH      39155   01074089        Trumbull County 210312  96163   1601380581      47321209             618.297          18.271     41.308936       -80.767656                                                                                     
OH      39157   01074090        Tuscarawas County       92582   40206   1470169796      9880933      567.636           3.815     40.447441       -81.471157                                                                                     
OH      39159   01074091        Union County    52300   19429   1118175978      13317479             431.730           5.142     40.295901       -83.367042                                                                                         
OH      39161   01074092        Van Wert County 28744   12615   1059715168      3281854      409.158           1.267     40.855520       -84.585775                                                                                       
OH      39163   01074093        Vinton County   13435   6291    1068008560      6781295      412.360           2.618     39.252014       -82.485961                                                                                          
OH      39165   01074094        Warren County   212693  80750   1039398003      15537776             401.314           5.999     39.425652       -84.169906                                                                                       
OH      39167   01074095        Washington County       61778   28367   1636799113      20785159             631.972           8.025     39.450684       -81.490653                                                                                    
OH      39169   01074096        Wayne County    114520  45847   1437258280      4889717      554.929           1.888     40.829661       -81.887194                                                                                         
OH      39171   01074097        Williams County 37642   16668   1090295507      5507072      420.965           2.126     41.564958       -84.584323                                                                                       
OH      39173   01074098        Wood County     125488  53376   1598552653      8510057      617.205           3.286     41.360183       -83.622682                                                                                          
OH      39175   01074099        Wyandot County  22615   9870    1053775281      1783531      406.865           0.689     40.840122       -83.313172                                                                                         
