USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
FL      12063   00295734        Jackson County  49746   21003   2376987362      95322401             917.760          36.804     30.787812       -85.210374                                                                                       
FL      12065   00295733        Jefferson County        14761   6632    1549059034      99559135             598.095          38.440     30.424558       -83.890859                                                                                      
FL      12067   00295732        Lafayette County        8870    3328    1407428266      11646289             543.411           4.497     29.990066       -83.178510                                                                                       
FL      12069   00308551        Lake County     297052  144996  2430396019      566126522            938.381         218.583     28.764113       -81.712282                                                                                       
FL      12071   00295758        Lee County      618754  371099  2031879249      1108380339           784.513         427.948     26.552134       -81.892250                                                                                       
FL      12073   00306916        Leon County     275487  124136  1727138746      90486851             666.852          34.937     30.459310       -84.277800                                                                                        
FL      12075   00295724        Levy County     40801   20123   2896139279      762981297           1118.206         294.589     29.284409       -82.783482                                                                                         
FL      12077   00308549        Liberty County  8365    3357    2164095370      19582542             835.562           7.561     30.259849       -84.868580                                                                                         
FL      12079   00295731        Madison County  19224   8481    1802497924      51114171             695.948          19.735     30.447228       -83.470437                                                                                        
FL      12081   00295744        Manatee County  322833  172690  1924182235      387844764            742.931         149.748     27.481386       -82.365783                                                                                    
FL      12083   00306922        Marion County   331298  164050  4103955681      202185444           1584.546          78.064     29.202805       -82.043100                                                                                     
FL      12085   00308550        Martin County   146318  78131   1407565382      542252066            543.464         209.365     27.079954       -80.398211                                                                                      
FL      12086   00295755        Miami-Dade County       2496435 989435  4915061046      1381673402          1897.716         533.467     25.610494       -80.499045                                                                               
FL      12087   00295759        Monroe County   73090   52764   2546689189      7133453992           983.282        2754.242     25.601043       -81.206777                                                                                      
FL      12089   00295730        Nassau County   73314   35009   1679967676      200158743            648.639          77.282     30.605926       -81.764929                                                                                       
FL      12091   00306915        Okaloosa County 180822  92407   2409328778      393241055            930.247         151.831     30.665858       -86.594194                                                                                    
FL      12093   00295760        Okeechobee County       39996   18509   1991462636      318565354            768.908         122.999     27.385592       -80.887388                                                                                   
FL      12095   00295750        Orange County   1145956 487839  2339870128      258560561            903.429          99.831     28.514435       -81.323295                                                                                    
FL      12097   00295748        Osceola County  268685  128170  3438086444      462191583           1327.453         178.453     28.059027       -81.139312                                                                                    
FL      12099   00295761        Palm Beach County       1320134 664594  5101663125      1070302119          1969.763         413.246     26.645763       -80.448673                                                                               
FL      12101   00295739        Pasco County    464697  228928  1934425891      314858950            746.886         121.568     28.302024       -82.455707                                                                                      
FL      12103   00295745        Pinellas County 916542  503634  709135878       865905939            273.799         334.328     27.903122       -82.739518                                                                                    
FL      12105   00295747        Polk County     602095  281214  4656375819      550925774           1797.837         212.714     27.953115       -81.692783                                                                                       
FL      12107   00306910        Putnam County   74364   37337   1884532662      257184021            727.622          99.299     29.606006       -81.740894                                                                                       
FL      12109   00308371        St. Johns County        190039  89830   1555689678      572050772            600.655         220.870     29.890593       -81.383914                                                                                   
FL      12111   00308372        St. Lucie County        277789  137029  1481280881      300907268            571.926         116.181     27.380775       -80.443364                                                                                  
FL      12113   00306914        Santa Rosa County       151372  64760   2620043744      420025582           1011.605         162.173     30.703633       -87.014255                                                                                  
FL      12115   00295741        Sarasota County 379448  228413  1439690708      438941172            555.868         169.476     27.184386       -82.365835                                                                                   
FL      12117   00303665        Seminole County 422718  181307  800879349       93428200             309.221          36.073     28.690079       -81.131980                                                                                     
FL      12119   00295740        Sumter County   93420   53026   1416548738      85192294             546.933          32.893     28.714294       -82.074715                                                                                        
FL      12121   00295729        Suwannee County 41551   19164   1783341092      9594285      688.552           3.704     30.189244       -82.992754                                                                                       
FL      12123   00295728        Taylor County   22570   11004   2702147548      489238369           1043.305         188.896     30.016943       -83.616417                                                                                       
FL      12125   00306913        Union County    15535   4508    630806354       16049937             243.556           6.197     30.054280       -82.366918                                                                                           
FL      12127   00306921        Volusia County  494593  254226  2851658690      858331481           1101.032         331.404     29.057617       -81.161813                                                                                    
FL      12129   00306912        Wakulla County  30776   12804   1570616974      334904032            606.419         129.307     30.140378       -84.375136                                                                                      
FL      12131   00295727        Walton County   55043   45132   2687435898      523099633           1037.625         201.970     30.631211       -86.176614                                                                                       
FL      12133   00295762        Washington County       24896   10796   1509453502      85860698             582.803          33.151     30.602217       -85.662797                                                                                    
