USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
SD      46073   01265778        Jerauld County  2071    1070    1362937167      16668604             526.233           6.436     44.063416       -98.623188                                                                                         
SD      46075   01266981        Jones County    1006    589     2511453417      3147179      969.678           1.215     43.951990      -100.686139                                                                                             
SD      46077   01265780        Kingsbury County        5148    2720    2155481343      81655076             832.236          31.527     44.362969       -97.499313                                                                                       
SD      46079   01265776        Lake County     11200   5559    1458881294      30781776             563.277          11.885     44.028450       -97.123223                                                                                           
SD      46081   01266996        Lawrence County 24097   12756   2072081513      713642       800.035           0.276     44.353669      -103.796528                                                                                        
SD      46083   01265769        Lincoln County  44828   17875   1495144520      1217724      577.279           0.470     43.279420       -96.722286                                                                                        
SD      46085   01265789        Lyman County    3755    1704    4252595025      167669922           1641.936          64.738     43.894812       -99.841925                                                                                          
SD      46087   01265773        McCook County   5618    2491    1487182118      6898514      574.204           2.664     43.678924       -97.362036                                                                                           
SD      46089   01265762        McPherson County        2459    1418    2943893701      38569614            1136.644          14.892     45.784249       -99.211421                                                                                       
SD      46091   01265759        Marshall County 4656    2534    2170582034      124728714            838.066          48.158     45.737053       -97.580884                                                                                       
SD      46093   01266991        Meade County    25434   11000   8989806533      30728963            3470.984          11.865     44.606791      -102.715864                                                                                         
SD      46095   01267177        Mellette County 2048    838     3385906793      9219683     1307.306           3.560     43.584930      -100.760598                                                                                          
SD      46097   01265777        Miner County    2389    1308    1477098731      4196127      570.311           1.620     44.017327       -97.609790                                                                                            
SD      46099   01265772        Minnehaha County        169468  71557   2090501559      17395122             807.147           6.716     43.667472       -96.795726                                                                                    
SD      46101   01265775        Moody County    6486    2824    1345204308      3679400      519.386           1.421     44.012429       -96.676054                                                                                            
SD      46103   01266995        Pennington County       100948  44949   7191239757      19966766            2776.553           7.709     44.002349      -102.823801                                                                                   
SD      46105   01266990        Perkins County  2982    1739    7434504648      50539670            2870.478          19.513     45.483387      -102.467995                                                                                         
SD      46107   01265761        Potter County   2329    1500    2230341155      97192749             861.140          37.526     45.064276       -99.949631                                                                                          
SD      46109   01265786        Roberts County  10149   4905    2851684211      89947260            1101.041          34.729     45.623397       -96.947551                                                                                        
SD      46111   01266977        Sanborn County  2355    1172    1474533498      2992621      569.321           1.155     44.021032       -98.092105                                                                                          
SD      46113   01266992        Shannon County  13586   3593    5423170067      7126231     2093.898           2.751     43.341937      -102.559480                                                                                         
SD      46115   01266987        Spink County    6415    3139    3895148120      15062276            1503.925           5.816     44.931034       -98.339644                                                                                           
SD      46117   01266998        Stanley County  2966    1387    3741062251      188383699           1444.432          72.735     44.415547      -100.749163                                                                                        
SD      46119   01266982        Sully County    1373    845     2607645054      164383562           1006.817          63.469     44.722325      -100.131399                                                                                           
SD      46121   01266989        Todd County     9612    3142    3596342315      5854569     1388.556           2.260     43.208172      -100.717204                                                                                             
SD      46123   01265784        Tripp County    5644    3072    4176215610      13272789            1612.446           5.125     43.349729       -99.876219                                                                                           
SD      46125   01265770        Turner County   8347    3939    1598169823      1650289      617.057           0.637     43.308670       -97.150185                                                                                           
SD      46127   01265763        Union County    14399   6280    1192797818      17060467             460.542           6.587     42.831106       -96.650829                                                                                          
SD      46129   01266973        Walworth County 5438    3003    1835343493      93214930             708.630          35.990     45.427605      -100.027856                                                                                        
SD      46135   01266975        Yankton County  22438   9652    1349807412      28629262             521.164          11.054     43.006607       -97.388339                                                                                        
SD      46137   01266993        Ziebach County  2801    987     5079670231      24212483            1961.272           9.348     44.981666      -101.669224                                                                                          
