USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
MI      26071   01622978        Iron County     11817   9197    3020312287      116706564           1166.149          45.061     46.170249       -88.540409                                                                                          
MI      26073   01622979        Isabella County 70311   28381   1483225590      12960487             572.677           5.004     43.645233       -84.839424                                                                                      
MI      26075   01622980        Jackson County  160248  69458   1817306121      56540223             701.666          21.830     42.248474       -84.420868                                                                                      
MI      26077   01622981        Kalamazoo County        250331  110007  1454688724      48274044             561.658          18.639     42.246266       -85.532854                                                                                   
MI      26079   01622982        Kalkaska County 17153   12171   1450043265      28078610             559.865          10.841     44.678881       -85.088992                                                                                      
MI      26081   01622983        Kent County     602622  246901  2193584722      64739558             846.948          24.996     43.032497       -85.547446                                                                                        
MI      26083   01622984        Keweenaw County 2156    2467    1398883200      14053475910          540.112        5426.078     47.681981       -88.148802                                                                                     
MI      26085   01622985        Lake County     11539   14966   1469481397      17896759             567.370           6.910     43.995187       -85.811400                                                                                          
MI      26087   01622986        Lapeer County   88319   36332   1665397257      51362519             643.014          19.831     43.088633       -83.224325                                                                                        
MI      26089   01622987        Leelanau County 21708   14935   899168573       5659178382           347.171        2185.021     45.146182       -86.051574                                                                                     
MI      26091   01622988        Lenawee County  99892   43452   1941337767      30701176             749.555          11.854     41.895915       -84.066853                                                                                       
MI      26093   01622989        Livingston County       180967  72809   1464001028      52188299             565.254          20.150     42.602532       -83.911718                                                                                   
MI      26095   01622990        Luce County     6631    4343    2328602234      2624718308           899.078        1013.409     46.940602       -85.582368                                                                                          
MI      26097   01622991        Mackinac County 11113   11010   2645851022      2794791851          1021.569        1079.075     46.167981       -85.303756                                                                                    
MI      26099   01622992        Macomb County   840978  356626  1241183094      237312769            479.223          91.627     42.671467       -82.910869                                                                                     
MI      26101   01622993        Manistee County 24733   15694   1404159906      1912485293           542.149         738.415     44.350385       -86.602967                                                                                    
MI      26103   01622994        Marquette County        67077   34330   4683737366      4185779618          1808.401        1616.139     46.656596       -87.584028                                                                                   
MI      26105   01622995        Mason County    28705   17293   1282232870      1935676016           495.073         747.369     43.996636       -86.750814                                                                                       
MI      26107   01622996        Mecosta County  42798   21131   1437626850      41759550             555.071          16.123     43.635295       -85.332751                                                                                       
MI      26109   01622997        Menominee County        24029   14227   2704152851      761800249           1044.079         294.133     45.544174       -87.509892                                                                                    
MI      26111   01622998        Midland County  83629   35960   1337087878      30601740             516.253          11.815     43.648378       -84.379219                                                                                       
MI      26113   01622999        Missaukee County        14849   9117    1462634072      23577412             564.726           9.103     44.325424       -85.085471                                                                                      
MI      26115   01623000        Monroe County   152021  62971   1422924260      338316259            549.394         130.625     41.916097       -83.487106                                                                                      
MI      26117   01623001        Montcalm County 63342   28221   1826976057      39956625             705.399          15.427     43.312782       -85.149468                                                                                      
MI      26119   01623002        Montmorency County      9765    9597    1415851499      41411010             546.663          15.989     45.024134       -84.130107                                                                                     
MI      26121   01623003        Muskegon County 172188  73561   1293040828      2488405138           499.246         960.779     43.289258       -86.751892                                                                                   
MI      26123   01623004        Newaygo County  48460   25075   2106188282      125575601            813.204          48.485     43.562709       -85.791423                                                                                      
MI      26125   01623005        Oakland County  1202362 527255  2247237402      102643656            867.663          39.631     42.660452       -83.384210                                                                                   
MI      26127   01623006        Oceana County   26570   15944   1326257820      2056136375           512.071         793.879     43.647255       -86.807575                                                                                      
MI      26129   01623007        Ogemaw County   21699   16047   1459425916      29693554             563.488          11.465     44.333280       -84.128073                                                                                        
MI      26131   01623008        Ontonagon County        6780    5672    3396056253      6292619305          1311.225        2429.594     47.216604       -89.500461                                                                                     
MI      26133   01623009        Osceola County  23528   13632   1466946699      17365931             566.391           6.705     43.997552       -85.322283                                                                                       
MI      26135   01623010        Oscoda County   8640    9118    1465236876      15152992             565.731           5.851     44.685121       -84.124894                                                                                          
MI      26137   01623011        Otsego County   24164   14731   1333769920      29053674             514.971          11.218     45.021794       -84.576597                                                                                        
MI      26139   01623012        Ottawa County   263801  102495  1459373665      2765957666           563.467        1067.942     42.942346       -86.655342                                                                                    
MI      26141   01623013        Presque Isle County     13376   10428   1706074274      4957333304           658.719        1914.037     45.489515       -83.384019                                                                                
MI      26143   01623014        Roscommon County        24449   24459   1345849993      156424239            519.636          60.396     44.339517       -84.611271                                                                                    
MI      26145   01623015        Saginaw County  200169  86844   2072284641      41056727             800.114          15.852     43.328267       -84.055410                                                                                      
MI      26147   01625033        St. Clair County        163040  71822   1867822812      298719230            721.170         115.336     42.928803       -82.668913                                                                                   
MI      26149   01625034        St. Joseph County       61295   27778   1296524618      52942658             500.591          20.441     41.911488       -85.522870                                                                                    
MI      26151   01623016        Sanilac County  43114   22725   2493035045      1624894854           962.566         627.375     43.449155       -82.642815                                                                                     
MI      26153   01623017        Schoolcraft County      8485    6313    3033804451      1845681047          1171.358         712.621     46.020758       -86.199352                                                                                   
MI      26155   01623018        Shiawassee County       70648   30319   1374422924      26624209             530.668          10.280     42.951545       -84.146352                                                                                    
MI      26157   01623019        Tuscola County  55729   24451   2080088206      286929756            803.127         110.784     43.487902       -83.436618                                                                                      
MI      26159   01623020        Van Buren County        76258   36785   1573351092      1249470315           607.474         482.423     42.283986       -86.305696                                                                                   
MI      26161   01623021        Washtenaw County        344791  147573  1828442046      42615161             705.965          16.454     42.252327       -83.844634                                                                                   
MI      26163   01623022        Wayne County    1820584 821693  1585280173      156946749            612.080          60.597     42.284664       -83.261953                                                                                     
MI      26165   01623023        Wexford County  32735   16736   1463347858      27101225             565.002          10.464     44.331375       -85.570046                                                                                       
