USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
OK      40001   01101788        Adair County    22683   9142    1485298113      9261716      573.477           3.576     35.897500       -94.651671                                                                                           
OK      40003   01101789        Alfalfa County  5642    2763    2244106958      38546713             866.455          14.883     36.729703       -98.323445                                                                                         
OK      40005   01101790        Atoka County    14182   6312    2526578130      37283206             975.517          14.395     34.374813       -96.034705                                                                                          
OK      40007   01101791        Beaver County   5636    2670    4699978363      7347183     1814.672           2.837     36.748334      -100.483056                                                                                           
OK      40009   01101792        Beckham County  22119   9647    2335665049      5527162      901.805           2.134     35.273945       -99.671638                                                                                         
OK      40011   01101793        Blaine County   11943   5193    2404607766      26851771             928.424          10.368     35.877782       -98.428934                                                                                         
OK      40013   01101794        Bryan County    42416   19586   2342567959      102228720            904.471          39.471     33.964004       -96.264137                                                                                        
OK      40015   01101795        Caddo County    29600   13141   3310753325      30820558            1278.289          11.900     35.167920       -98.381045                                                                                         
OK      40017   01101796        Canadian County 115541  45810   2322250237      23244265             896.626           8.975     35.543416       -97.979836                                                                                     
OK      40019   01101797        Carter County   47557   21148   2129424630      30016294             822.175          11.589     34.251848       -97.287927                                                                                        
OK      40021   01101798        Cherokee County 46987   21455   1940956597      69625855             749.408          26.883     35.904367       -94.996796                                                                                      
OK      40023   01101799        Choctaw County  15205   7521    1995214679      75667441             770.357          29.215     34.027645       -95.554208                                                                                        
OK      40025   01101800        Cimarron County 2475    1587    4751948736      15923999            1834.738           6.148     36.755276      -102.508734                                                                                        
OK      40027   01101801        Cleveland County        255755  104821  1395398450      50038594             538.766          19.320     35.203117       -97.328332                                                                                   
OK      40029   01101802        Coal County     5925    2810    1338199454      12080937             516.682           4.664     34.582861       -96.288039                                                                                            
OK      40031   01101803        Comanche County 124098  50739   2769439538      37339122            1069.287          14.417     34.662628       -98.476597                                                                                     
OK      40033   01101804        Cotton County   6193    3016    1638566638      24095479             632.654           9.303     34.290676       -98.373438                                                                                          
OK      40035   01101805        Craig County    15029   6749    1971897258      3697821      761.354           1.428     36.763890       -95.201553                                                                                           
OK      40037   01101806        Creek County    69967   29761   2460853552      50982330             950.141          19.684     35.907732       -96.379793                                                                                         
OK      40039   01101807        Custer County   27469   12204   2561024716      34321703             988.817          13.252     35.645601       -98.997386                                                                                        
OK      40041   01101808        Delaware County 41487   24818   1911868565      140205197            738.177          54.134     36.393369       -94.808206                                                                                     
OK      40043   01101809        Dewey County    4810    2445    2588632047      22688140             999.476           8.760     35.978433       -99.014094                                                                                           
OK      40045   01101810        Ellis County    4151    2285    3189609693      952238      1231.515           0.368     36.224258       -99.750139                                                                                             
OK      40047   01101811        Garfield County 60580   26831   2741414396      4140336     1058.466           1.599     36.378273       -97.787729                                                                                       
OK      40049   01101812        Garvin County   27576   12827   2077482576      29961926             802.121          11.568     34.709350       -97.312723                                                                                        
OK      40051   01101813        Grady County    52431   22219   2850273013      11403865            1100.497           4.403     35.021058       -97.886890                                                                                         
OK      40053   01101814        Grant County    4527    2486    2592244963      7021928     1000.871           2.711     36.788254       -97.788151                                                                                            
OK      40055   01101815        Greer County    6239    2738    1655842714      11157422             639.324           4.308     34.935263       -99.552968                                                                                           
OK      40057   01101816        Harmon County   2922    1544    1391326707      3800417      537.194           1.467     34.745971       -99.844194                                                                                           
OK      40059   01101817        Harper County   3685    1908    2691040791      5259448     1039.017           2.031     36.800456       -99.662842                                                                                           
OK      40061   01101818        Haskell County  12769   6028    1493181861      126266885            576.521          48.752     35.232294       -95.109578                                                                                       
OK      40063   01101819        Hughes County   14003   6183    2084025091      26505491             804.647          10.234     35.052934       -96.251183                                                                                         
OK      40065   01101820        Jackson County  26446   12077   2078856062      4114418      802.651           1.589     34.593949       -99.412210                                                                                        
OK      40067   01101821        Jefferson County        6472    3378    1965365227      39497502             758.832          15.250     34.105092       -97.838814                                                                                       
OK      40069   01101822        Johnston County 10957   5126    1665207064      39638869             642.940          15.305     34.313455       -96.654254                                                                                       
OK      40071   01101823        Kay County      46562   21708   2382087117      65364078             919.729          25.237     36.814842       -97.143755                                                                                           
OK      40073   01101824        Kingfisher County       15034   6409    2326225317      20349179             898.161           7.857     35.949431       -97.934568                                                                                     
OK      40075   01101825        Kiowa County    9446    5216    2629422850      40083702            1015.226          15.476     34.921489       -98.981617                                                                                           
OK      40077   01101826        Latimer County  11154   4979    1870178643      18215375             722.080           7.033     34.875137       -95.272262                                                                                        
OK      40079   01101827        Le Flore County 50384   21448   4116045949      50018542            1589.214          19.312     34.899642       -94.703491                                                                                      
OK      40081   01101828        Lincoln County  34273   15208   2466481063      34614744             952.314          13.365     35.703117       -96.881392                                                                                       
OK      40083   01101829        Logan County    41848   17195   1926521787      12925988             743.834           4.991     35.914151       -97.450764                                                                                         
OK      40085   01101830        Love County     9423    4539    1331241072      47652093             513.995          18.399     33.957775       -97.245124                                                                                            
OK      40087   01101834        McClain County  34506   13996   1478109734      24739280             570.701           9.552     35.016414       -97.449811                                                                                       
OK      40089   01101835        McCurtain County        33151   15533   4791491660      135636975           1850.005          52.370     34.117073       -94.766086                                                                                    
