USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
KS      20101   00485015        Lane County     1750    990     1858200248      551220       717.455           0.213     38.481286      -100.466185                                                                                               
KS      20103   00485016        Leavenworth County      76227   28697   1198726879      15905519             462.831           6.141     39.189511       -95.038977                                                                                   
KS      20105   00485017        Lincoln County  3241    1864    1863226611      2748359      719.396           1.061     39.047276       -98.214265                                                                                          
KS      20107   00485018        Linn County     9656    5446    1538604962      31951412             594.059          12.337     38.216549       -94.844932                                                                                            
KS      20109   00485019        Logan County    2756    1441    2779042457      274632      1072.994           0.106     38.913269      -101.157407                                                                                             
KS      20111   00485020        Lyon County     33690   15237   2194947808      20572299             847.474           7.943     38.455498       -96.161589                                                                                          
KS      20113   00485021        McPherson County        29180   12721   2326520077      6030285      898.274           2.328     38.395812       -97.647489                                                                                      
KS      20115   00485022        Marion County   12660   5946    2445700985      24448971             944.290           9.440     38.359647       -97.102771                                                                                         
KS      20117   00485023        Marshall County 10117   4866    2331463499      12753940             900.183           4.924     39.782709       -96.521243                                                                                       
KS      20119   00485024        Meade County    4575    1998    2533234935      3258258      978.088           1.258     37.243886      -100.360094                                                                                            
KS      20121   00485025        Miami County    32787   13190   1490955548      37799723             575.661          14.595     38.566772       -94.832963                                                                                         
KS      20123   00485026        Mitchell County 6373    3296    1817632788      44979984             701.792          17.367     39.393026       -98.207362                                                                                        
KS      20125   00485027        Montgomery County       35471   16578   1666728264      20601764             643.527           7.954     37.189537       -95.742403                                                                                    
KS      20127   00485028        Morris County   5923    3206    1800763909      19710791             695.279           7.610     38.687696       -96.644905                                                                                          
KS      20129   00485135        Morton County   3233    1467    1889993253      507841       729.731           0.196     37.185249      -101.809516                                                                                            
KS      20131   00485029        Nemaha County   10178   4562    1858126462      5207942      717.427           2.011     39.791043       -96.005381                                                                                          
KS      20133   00485030        Neosho County   16512   7513    1480106485      16374157             571.472           6.322     37.564283       -95.315683                                                                                         
KS      20135   00485031        Ness County     3107    1740    2783590502      667491      1074.750           0.258     38.480437       -99.908745                                                                                              
KS      20137   00485032        Norton County   5671    2542    2274357034      8194926      878.134           3.164     39.783867       -99.899235                                                                                           
KS      20139   00485033        Osage County    16295   7503    1827283988      37107137             705.518          14.327     38.649706       -95.727275                                                                                          
KS      20141   00485034        Osborne County  3858    2206    2311573881      4806274      892.504           1.856     39.348649       -98.767876                                                                                          
KS      20143   00485035        Ottawa County   6091    2779    1866689468      1561343      720.733           0.603     39.137963       -97.654802                                                                                           
KS      20145   00485036        Pawnee County   6973    3152    1953531750      992040       754.263           0.383     38.182873       -99.232154                                                                                            
KS      20147   00485037        Phillips County 5642    3049    2294410181      22493391             885.877           8.685     39.784506       -99.342150                                                                                        
KS      20149   00485038        Pottawatomie County     21604   8626    2178235871      54103438             841.022          20.889     39.382187       -96.337113                                                                                   
KS      20151   00485039        Pratt County    9656    4514    1903757176      1753615      735.045           0.677     37.647594       -98.740120                                                                                            
KS      20153   00485040        Rawlins County  2519    1458    2769775797      415527      1069.416           0.160     39.786198      -101.076738                                                                                           
KS      20155   00485041        Reno County     64511   28274   3251332369      43417440            1255.346          16.764     37.948185       -98.078346                                                                                          
KS      20157   00485042        Republic County 4980    2877    1857981647      7967119      717.371           3.076     39.828910       -97.650921                                                                                         
KS      20159   00485043        Rice County     10083   4548    1880944775      4470099      726.237           1.726     38.347178       -98.201415                                                                                            
KS      20161   00485044        Riley County    71115   28212   1579300177      31558381             609.771          12.185     39.291211       -96.727489                                                                                         
KS      20163   00485045        Rooks County    5181    2768    2306470146      11962259             890.533           4.619     39.346006       -99.324492                                                                                           
KS      20165   00485358        Rush County     3307    1869    1858997569      544720       717.763           0.210     38.523592       -99.309183                                                                                              
KS      20167   00485046        Russell County  6970    3910    2295402664      34126812             886.260          13.176     38.916839       -98.765638                                                                                         
KS      20169   00485047        Saline County   55606   24101   1865373525      2809945      720.225           1.085     38.786327       -97.650153                                                                                         
KS      20171   00485048        Scott County    4936    2193    1858430303      306079       717.544           0.118     38.481877      -100.906360                                                                                             
KS      20173   00485049        Sedgwick County 498365  211593  2583543968      30067177             997.512          11.609     37.683807       -97.459451                                                                                    
KS      20175   00485050        Seward County   22952   8061    1656290756      2562633      639.497           0.989     37.180585      -100.854741                                                                                          
KS      20177   00485051        Shawnee County  177934  79140   1408995941      30330019             544.016          11.710     39.041805       -95.755664                                                                                      
KS      20179   00485052        Sheridan County 2556    1265    2320518450      647342       895.957           0.250     39.350542      -100.441206                                                                                          
KS      20181   00485053        Sherman County  6010    3148    2735199253      548248      1056.066           0.212     39.351352      -101.719859                                                                                           
KS      20183   00484969        Smith County    3853    2232    2319243495      3884277      895.465           1.500     39.784660       -98.785429                                                                                            
KS      20185   00485054        Stafford County 4437    2319    2051389748      7435429      792.046           2.871     38.035630       -98.719889                                                                                         
KS      20187   00485055        Stanton County  2235    990     1762086193      180151       680.345           0.070     37.565932      -101.789383                                                                                            
KS      20189   00485056        Stevens County  5724    2306    1883679100      464936       727.293           0.180     37.202356      -101.315796                                                                                           
KS      20191   00481812        Sumner County   24132   10865   3061212453      7806166     1181.941           3.014     37.236663       -97.493349                                                                                         
KS      20193   00485057        Thomas County   7900    3536    2783425324      288241      1074.687           0.111     39.357706      -101.083438                                                                                            
KS      20195   00485058        Trego County    3001    1682    2303736575      26281954             889.478          10.148     38.921302       -99.865423                                                                                           
KS      20197   00485059        Wabaunsee County        7053    3227    2057231892      13774702             794.302           5.318     38.955154       -96.201262                                                                                       
KS      20199   00485060        Wallace County  1485    781     2366348080      140928       913.652           0.054     38.926626      -101.771103                                                                                            
KS      20201   00485061        Washington County       5799    2955    2317406254      10140054             894.756           3.915     39.776714       -97.095611                                                                                      
KS      20203   00485062        Wichita County  2234    1054    1861082136      61987        718.568           0.024     38.481922      -101.347434                                                                                            
KS      20205   00485063        Wilson County   9409    4682    1477377048      12057368             570.418           4.655     37.558515       -95.745175                                                                                          
KS      20207   00485064        Woodson County  3309    2022    1289347304      19251707             497.820           7.433     37.888484       -95.757553                                                                                         
KS      20209   00485065        Wyandotte County        157505  66747   392642353       11895464             151.600           4.593     39.115384       -94.763087                                                                                     
