USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
IL      17113   01784833        McLean County   169572  69656   3064933852      7490543     1183.378           2.892     40.494559       -88.844539                                                                                        
IL      17115   00424256        Macon County    110768  50475   1503976676      13406333             580.689           5.176     39.860237       -88.961529                                                                                        
IL      17117   00424257        Macoupin County 47765   21584   2234917323      12287254             862.906           4.744     39.265900       -89.926344                                                                                      
IL      17119   00424258        Madison County  269282  117106  1853347576      64697196             715.582          24.980     38.827082       -89.900195                                                                                     
IL      17121   00424259        Marion County   39437   18296   1482413602      9512893      572.363           3.673     38.648396       -88.920221                                                                                         
IL      17123   00424260        Marshall County 12640   5914    1001778707      30368289             386.789          11.725     41.031119       -89.342371                                                                                       
IL      17125   00424261        Mason County    14666   7077    1396619128      62745254             539.238          24.226     40.236993       -89.913575                                                                                          
IL      17127   01784730        Massac County   15429   7113    614390561       11904547             237.218           4.596     37.216119       -88.705658                                                                                          
IL      17129   00424266        Menard County   12705   5654    814388302       2641608      314.437           1.020     40.022569       -89.794133                                                                                           
IL      17131   01784750        Mercer County   16434   7358    1453506907      19403406             561.202           7.492     41.204791       -90.741433                                                                                         
IL      17133   01784865        Monroe County   32957   13392   997173442       33734465             385.011          13.025     38.277983       -90.179078                                                                                         
IL      17135   01784866        Montgomery County       30104   13080   1822539599      15512968             703.687           5.990     39.228092       -89.478007                                                                                    
IL      17137   00424270        Morgan County   35547   15515   1473161231      9079454      568.791           3.506     39.716806       -90.202277                                                                                         
IL      17139   01784885        Moultrie County 14846   6260    870088946       22102477             335.943           8.534     39.636896       -88.625726                                                                                        
IL      17141   01784894        Ogle County     53497   22561   1964698351      11425054             758.574           4.411     42.041884       -89.320176                                                                                          
IL      17143   01784920        Peoria County   186494  83034   1603744994      29499157             619.209          11.390     40.785999       -89.767358                                                                                       
IL      17145   01784940        Perry County    22350   9426    1144154902      13447403             441.761           5.192     38.084385       -89.368487                                                                                          
IL      17147   00424275        Piatt County    16729   7269    1137528578      672948       439.202           0.260     40.009056       -88.592328                                                                                            
IL      17149   01784941        Pike County     16430   7951    2153268105      45333457             831.381          17.503     39.625106       -90.889034                                                                                           
IL      17151   00424277        Pope County     4470    2491    955110060       14328668             368.770           5.532     37.417169       -88.542374                                                                                             
IL      17153   01784966        Pulaski County  6161    3155    515886434       10474968             199.185           4.044     37.215615       -89.127755                                                                                          
IL      17155   00424279        Putnam County   6006    3074    414813807       31243045             160.161          12.063     41.198940       -89.298386                                                                                           
IL      17157   01784967        Randolph County 33476   13707   1490537612      56215661             575.500          21.705     38.056515       -89.821210                                                                                      
IL      17159   00424281        Richland County 16233   7513    932370871       4937078      359.990           1.906     38.711550       -88.085698                                                                                         
IL      17161   00424282        Rock Island County      147546  65756   1107573369      61257184             427.636          23.652     41.468404       -90.572203                                                                                  
IL      17163   01784987        St. Clair County        270056  116249  1703588508      42149850             657.759          16.274     38.470198       -89.928546                                                                                   
IL      17165   00424283        Saline County   24913   11697   983725654       18029169             379.819           6.961     37.751653       -88.545031                                                                                         
IL      17167   01785010        Sangamon County 197465  89901   2248892510      22577397             868.302           8.717     39.756378       -89.662311                                                                                     
IL      17169   01785037        Schuyler County 7544    3459    1132531106      10511606             437.273           4.059     40.156905       -90.613464                                                                                        
IL      17171   00424286        Scott County    5355    2459    649861251       4812703      250.913           1.858     39.636979       -90.477759                                                                                             
IL      17173   01785051        Shelby County   22363   10396   1964565410      24725624             758.523           9.547     39.384926       -88.798862                                                                                        
IL      17175   00424288        Stark County    5994    2674    746121703       708705       288.079           0.274     41.096908       -89.797411                                                                                              
IL      17177   01785076        Stephenson County       47711   22081   1462107736      1385932      564.523           0.535     42.349726       -89.665994                                                                                     
IL      17179   01785094        Tazewell County 135394  57516   1680835450      23211163             648.974           8.962     40.508074       -89.516260                                                                                     
IL      17181   01785113        Union County    17808   7924    1070854490      22503527             413.459           8.689     37.475104       -89.252875                                                                                          
IL      17183   01785114        Vermilion County        81625   36318   2326763569      7534481      898.368           2.909     40.186740       -87.726771                                                                                      
IL      17185   00424293        Wabash County   11947   5585    578218989       11017614             223.252           4.254     38.445821       -87.839167                                                                                          
IL      17187   01785134        Warren County   17707   7682    1404823508      1674135      542.405           0.646     40.850441       -90.620223                                                                                          
IL      17189   01785150        Washington County       14716   6534    1457055371      3454799      562.572           1.334     38.353140       -89.417187                                                                                      
IL      17191   00424296        Wayne County    16760   7975    1848769796      4331019      713.814           1.672     38.431948       -88.432129                                                                                           
IL      17193   00424297        White County    14665   7181    1281438823      18375223             494.766           7.095     38.087372       -88.178585                                                                                          
IL      17195   01785167        Whiteside County        58498   25770   1772198878      31796457             684.250          12.277     41.750571       -89.910957                                                                                     
IL      17197   01785190        Will County     677560  237501  2167580722      31904495             836.908          12.318     41.448474       -87.978456                                                                                        
IL      17199   01785215        Williamson County       66357   30359   1088181449      62684233             420.149          24.203     37.730353       -88.930018                                                                                    
IL      17201   01785216        Winnebago County        295266  125965  1329601795      15250394             513.362           5.888     42.337396       -89.161205                                                                                   
IL      17203   01785231        Woodford County 38664   15145   1366993724      38442098             527.799          14.843     40.789596       -89.210301                                                                                      
