USPS    GEOID   ANSICODE        NAME    POP10   HU10    ALAND   AWATER  ALAND_SQMI      AWATER_SQMI     INTPTLAT        INTPTLONG                                                                                                    
ND      38081   01035303        Sargent County  3829    2004    2223539399      21720498             858.513           8.386     46.108206       -97.630030                                                                                         
ND      38083   01034203        Sheridan County 1321    894     2518450003      86143155             972.379          33.260     47.581373      -100.341499                                                                                         
ND      38085   01034208        Sioux County    4153    1311    2833691263      88449927            1094.094          34.151     46.109282      -101.047524                                                                                           
ND      38087   01035896        Slope County    727     436     3146633069      10978014            1214.922           4.239     46.445834      -103.462462                                                                                             
ND      38089   01035618        Stark County    24199   10735   3456948249      14135800            1334.735           5.458     46.817031      -102.662026                                                                                         
ND      38091   01034220        Steele County   1975    1171    1844629354      8414336      712.215           3.249     47.458288       -97.718895                                                                                           
ND      38093   01034224        Stutsman County 21100   9862    5754239519      197315065           2221.724          76.184     46.971103       -98.957592                                                                                      
ND      38095   01034213        Towner County   2246    1449    2653599962      43818735            1024.561          16.919     48.682183       -99.248158                                                                                          
ND      38097   01034221        Traill County   8121    3780    2232438235      1462184      861.949           0.565     47.446215       -97.164754                                                                                           
ND      38099   01034214        Walsh County    11119   5498    3320186385      31504314            1281.931          12.164     48.376979       -97.722230                                                                                          
ND      38101   01034231        Ward County     61675   26744   5214369294      110541959           2013.279          42.680     48.216686      -101.540537                                                                                         
ND      38103   01034204        Wells County    4207    2481    3291995693      50053244            1271.047          19.326     47.580851       -99.671502                                                                                           
ND      38105   01035306        Williams County 22398   10464   5380444836      182522864           2077.401          70.472     48.345867      -103.487400                                                                                     
